"PBR_IFMS_ID" "Site" "Point" "SitePoint" "Date" "Observers" "Latitude" "Longitude" "Distance_m" "DBH_cm" "NAME"
"123" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 7.2 26.2 "Quercus_montana"
"124" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 7.5 14 "Carya_tomentosa"
"125" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 4.4 46.3 "Quercus_montana"
"126" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 2.9 41.6 "Acer_saccharum"
"127" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 5.1 12.1 "Quercus_montana"
"128" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 7.3 12.5 "Acer_rubrum"
"129" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 7.8 27.7 "Acer_rubrum"
"130" 10881374261638 "TNPickett" 13 "TNPickett_13" "5/30/2013" "GI_El" 36.60537 -84.85497 4.6 22.2 "Quercus_alba"
"131" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 2 26.7 "Quercus_montana"
"132" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 3 11 "Acer_saccharum"
"133" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 3.3 39.8 "Quercus_montana"
"134" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 5.1 15.8 "Nyssa_sylvatica"
"135" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 4.4 23.8 "Quercus_montana"
"136" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 7.5 53 "Quercus_montana"
"137" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 5.9 34.3 "Quercus_montana"
"138" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 8.6 20.5 "Quercus_montana"
"139" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 9.4 15.7 "Acer_saccharum"
"140" 10881374261638 "TNPickett" 12 "TNPickett_12" "5/30/2013" "GI_El" 36.6058 -84.86378 6.7 38 "Acer_rubrum"
"141" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 1.6 19.8 "Acer_saccharum"
"142" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 4.4 54.2 "Acer_saccharum"
"143" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 10.2 52.3 "Quercus_rubrum"
"144" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 5.2 11.5 "Acer_saccharum"
"145" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 6.1 27.6 "Acer_saccharum"
"146" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 3 42.5 "Acer_saccharum"
"147" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 4.9 10 "Liriodendron_tulipifera"
"148" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 5.7 18.2 "Liriodendron_tulipifera"
"149" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 5.5 13.6 "Liriodendron_tulipifera"
"150" 10881374261638 "TNPickett" 7 "TNPickett_7" "5/31/2013" "GI_El" 36.5997 -84.8654 7.6 22.6 "Paullinia_tomentosa"
"151" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 1.8 21.5 "Acer_saccharum"
"152" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 4.5 16.4 "Magnolia_acuminata"
"153" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 5.6 23.6 "Magnolia_acuminata"
"154" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 8.7 15.8 "Acer_rubrum"
"155" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 9.4 33.5 "Quercus_montana"
"156" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 6.4 27 "Acer_rubrum"
"157" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 6.5 16.3 "Acer_rubrum"
"158" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 5.3 44 "Carya_glabra"
"159" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 7.7 34.2 "Quercus_rubrum"
"160" 10881374261638 "TNPickett" 8 "TNPickett_8" "5/31/2013" "GI_El" 36.60008 -84.86607 7.4 25.4 "Acer_saccharum"
"161" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 2.2 17.3 "Quercus_montana"
"162" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 2.7 10 "Nyssa_sylvatica"
"163" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 4.3 29.8 "Acer_rubrum"
"164" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 5.8 13.7 "Nyssa_sylvatica"
"165" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 2.5 15 "Quercus_montana"
"166" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 2.9 14.7 "Quercus_montana"
"167" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 6.4 18.4 "Acer_rubrum"
"168" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 7 17.5 "Acer_rubrum"
"169" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 6.5 18.5 "Quercus_shumardii"
"170" 10881374261638 "TNPickett" 11 "TNPickett_11" "5/31/2013" "GI_El" 36.60084 -84.86642 7.1 27.4 "Quercus_montana"
"171" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 3.9 62 "Fagus_grandiflora"
"172" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 5.8 40.8 "Nyssa_sylvatica"
"173" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 7.4 19.2 "Liriodendron_tulipifera"
"174" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 7.5 31.9 "Liriodendron_tulipifera"
"175" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 7.5 24.5 "Morus_rubra"
"176" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 9.2 24.2 "Morus_rubra"
"177" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 7.2 39.2 "Carya_glabra"
"178" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 9.3 47.7 "Acer_saccharum"
"179" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 11 45.5 "Acer_saccharum"
"180" 10881374261638 "TNPickett" 10 "TNPickett_10" "5/31/2013" "GI_El" 36.60223 -84.8668 14.2 27.6 "Acer_saccharum"
"181" 10881374261638 "TNPickett" 3 "TNPickett_3" "5/31/2013" "GI_El" 36.6008 -84.86367 1.9 16 "Quercus_alba"
"182" 10881374261638 "TNPickett" 3 "TNPickett_3" "5/31/2013" "GI_El" 36.6008 -84.86367 2.6 10 "Quercus_alba"
"183" 10881374261638 "TNPickett" 3 "TNPickett_3" "5/31/2013" "GI_El" 36.6008 -84.86367 3.5 10 "Acer_saccharum"
"184" 10881374261638 "TNPickett" 3 "TNPickett_3" "5/31/2013" "GI_El" 36.6008 -84.86367 6.3 29.5 "Quercus_alba"
